timestamp,cpu_percent,memory_percent
132.75324487686157,0.0,44.3
198.93041324615479,0.0,44.3
297.91813802719116,0.0,44.4
363.51589465141296,0.0,29.7
511.60839581489563,0.0,29.7
603.0159480571747,0.6,29.7
661.8795657157898,0.0,29.7
753.2208478450775,0.0,29.7
860.4834108352661,0.0,29.7
958.1042518615723,0.6,29.7
988.4683210849762,0.0,29.7
1051.9639971256256,0.0,29.7
1083.1801526546478,0.0,29.7
1197.582499742508,0.0,29.7
1280.8439762592316,0.0,29.7
1306.9997553825378,0.0,29.7
1344.2031610012054,0.0,29.7
1462.8450667858124,0.0,29.7
1491.0145437717438,0.0,29.7
1550.0447301864624,0.0,29.7
1620.224292755127,0.0,29.7
1684.8996624946594,0.0,29.7
1766.8562002182007,0.6,29.7
1861.7834258079529,0.0,29.7
1892.6747319698334,0.6,29.7
2011.2455701828003,0.0,29.7
2071.1267824172974,0.0,29.7
2138.523842573166,0.0,29.7
2211.436927318573,0.0,29.7
2316.2680819034576,0.0,29.7
2417.1909806728363,0.0,29.7
2530.665364265442,0.0,29.7
2590.0534675121307,0.0,29.7
2606.498772621155,0.0,29.7
2643.505242586136,0.0,29.7
2659.467086791992,0.0,29.7
2785.845644712448,0.0,29.7
2815.0584700107574,0.0,29.7
2837.1798548698425,0.0,29.7
2887.267226457596,0.0,29.7
2927.408613920212,0.0,29.7
2966.796847343445,0.0,29.7
3030.8313591480255,0.0,29.6
3129.467871904373,0.0,29.7
3240.361006975174,0.6,29.7
3354.4645912647247,0.0,29.7
3496.576728105545,0.6,29.7
3549.611353158951,0.0,29.7
3592.6369030475616,0.0,29.7
3693.820651292801,0.0,29.7
3774.5402476787567,0.0,29.7
3878.398412704468,0.0,29.7
3957.7328419685364,0.0,29.7
4038.357703924179,0.0,29.7
4112.344998598099,0.0,29.7
4238.301110744476,0.0,29.7
4259.710811138153,0.0,29.7
4328.55671954155,0.6,29.7
4458.13201713562,0.0,29.7
4517.507551431656,0.0,29.7
4633.098419427872,0.0,29.7
4661.771425485611,0.0,29.7
4686.573341846466,0.0,29.7
4758.0183045864105,0.0,29.7
27607.931179761887,0.0,29.8
27673.335278987885,0.0,29.8
27692.203583478928,0.0,29.8
27824.43429517746,0.0,29.8
27942.53012919426,0.0,29.8
27994.90606713295,0.0,29.8
28031.566318511963,0.0,29.8
28143.058596372604,0.0,29.8
28228.752004146576,0.0,29.8
28342.162541151047,0.0,29.8
28419.85657310486,0.0,29.8
28500.614599227905,0.0,29.8
28612.562403678894,0.0,29.8
28682.379222869873,0.0,29.8
28786.06648015976,0.0,29.8
28868.566671848297,0.0,29.8
28937.48223876953,0.0,29.8
28974.32777428627,0.0,29.8
29000.47776889801,0.0,29.8
29106.072305202484,0.0,29.8
29232.44867324829,0.0,29.8
29259.75954771042,0.0,29.8
29333.449167966843,0.6,29.8
29455.794688224792,0.0,29.8
29587.650960445404,0.6,29.8
29676.48338150978,0.0,29.8
29729.145881414413,0.0,29.8
29832.404272794724,0.0,29.8
29926.66693162918,0.0,29.8
29975.39518046379,0.0,29.8
30024.18646478653,0.0,29.8
30090.24548459053,0.0,29.8
30210.637563228607,0.0,29.8
30337.300260543823,0.0,29.8
30427.397050857544,0.0,29.8
30459.14812207222,0.0,29.8
