timestamp,cpu_percent,memory_percent
33.402950286865234,0.6,17.6
75.81042170524597,0.0,17.8
92.82587194442749,0.0,17.8
113.30489540100098,0.0,18.0
184.77723670005798,0.0,18.0
198.06881475448608,0.0,18.0
220.13306593894958,0.0,18.0
252.87545084953308,0.0,18.1
304.7635598182678,0.0,18.1
356.5740809440613,0.0,18.0
369.9411151409149,0.0,18.1
390.67632579803467,0.0,18.1
458.4872601032257,0.0,18.1
512.5201594829559,0.0,18.1
563.9828667640686,0.0,18.1
636.9316120147705,0.0,18.1
699.2996168136597,0.0,18.1
756.5459656715393,0.0,18.1
829.4747786521912,0.6,18.1
882.1169593334198,0.0,18.1
890.5964975357056,0.0,18.1
910.1698274612427,0.0,18.1
918.9427118301392,0.0,18.1
971.1926937103271,0.0,18.1
983.8775720596313,0.0,18.1
993.5518252849579,0.0,18.1
1023.8574030399323,0.0,18.1
1042.511680841446,0.0,18.1
1068.3905181884766,0.0,18.1
1126.8732454776764,0.6,18.1
1195.2578332424164,0.0,18.1
1261.383278131485,0.0,18.1
1322.3113079071045,0.0,18.1
1400.3664691448212,0.0,18.1
1420.366575717926,0.0,18.1
1448.651288986206,0.0,18.1
1471.4964702129364,0.0,18.1
1532.5100016593933,0.0,18.1
1606.5625712871552,0.0,18.1
1660.450360774994,0.0,18.1
1688.7354741096497,0.0,18.1
1745.0350472927094,0.0,18.1
1818.3995523452759,0.0,18.1
1831.0699644088745,0.0,18.1
1872.6630914211273,0.0,18.1
1938.706460237503,0.0,18.2
1966.9556772708893,0.0,18.2
2036.8268857002258,0.0,18.2
2050.7786469459534,0.0,18.2
2068.446936607361,0.0,18.2
2148.4286770820618,0.0,18.2
2176.880382299423,0.0,18.2
2182.800180912018,0.0,18.2
2192.420093536377,0.0,18.2
2258.4267699718475,0.0,18.2
2309.0471560955048,0.6,18.2
2341.5530524253845,0.0,18.2
2359.653692007065,0.0,18.2
2425.319207906723,0.6,18.2
2482.9908168315887,0.0,18.2
2552.7474308013916,0.0,18.2
2610.8175580501556,0.0,18.2
2667.253651380539,0.0,18.2
2718.8376026153564,0.0,18.2
2772.6451382637024,0.0,18.2
2799.756892681122,0.0,18.2
2819.305344581604,0.0,18.2
2889.3096575737,1.2,18.2
2957.413315296173,0.0,18.2
2976.4230074882507,0.0,18.2
3027.13503074646,0.0,18.2
3097.5822370052338,0.0,18.2
3162.0285036563873,0.0,18.2
3239.6830201148987,0.0,18.2
3301.9948959350586,0.0,18.2
3335.178389310837,0.0,18.2
3396.7285149097443,0.0,18.2
3424.6112446784973,0.0,18.2
3444.1392152309418,1.2,18.2
3494.8898537158966,0.0,18.2
3569.5122258663177,0.0,18.2
3636.5666029453278,0.6,18.2
3687.8672983646393,0.0,18.2
3701.1555047035217,0.6,18.2
3720.0763766765594,0.0,18.2
3789.920403242111,0.0,18.2
3842.0109090805054,0.0,18.2
3915.2448132038116,0.0,18.2
3980.042051553726,0.0,18.1
3991.8808887004852,0.0,18.1
