timestamp,cpu_percent,memory_percent
108.66462731361389,0.0,53.7
184.05606389045715,0.0,53.8
332.48679876327515,0.0,39.1
380.5539164543152,0.0,39.2
549.209778547287,0.0,39.2
650.6424427032471,0.0,39.2
708.6128077507019,0.0,39.2
790.2726135253906,0.0,39.2
885.8704671859741,0.0,39.2
991.1284656524658,0.6,39.2
1018.7070751190186,0.0,39.2
1070.7153503894806,0.0,39.2
1094.9552011489868,0.0,39.2
1123.4050514698029,0.6,39.2
1256.9055149555206,0.0,39.2
1292.9524610042572,0.0,39.2
1336.268114566803,0.0,39.2
1411.0881423950195,0.0,39.2
1474.9710667133331,0.0,39.2
1553.8235592842102,0.6,39.2
1639.9536261558533,0.0,39.2
1669.5269367694855,0.0,39.2
1778.200632572174,0.0,39.2
1837.145839691162,0.0,39.2
1930.176752090454,0.0,39.2
2033.5192394256592,0.0,39.2
2122.8375771045685,0.0,39.2
2236.1830303668976,0.0,39.2
2367.9071691036224,0.0,39.2
2426.8874237537384,0.0,39.2
2446.900090456009,0.6,39.2
2483.2002081871033,0.0,39.2
2499.545172691345,0.6,39.2
2618.73139834404,0.0,39.2
2647.7149035930634,0.0,39.2
2671.7621488571167,0.0,39.2
2721.0625410079956,0.0,39.2
2806.336107492447,0.0,39.2
2841.4610679149628,0.0,39.2
2904.961731672287,0.0,39.2
3002.1126005649567,0.0,39.2
3111.4770290851593,0.0,39.2
3248.4133727550507,0.6,39.2
3377.6965453624725,0.0,39.2
3413.4430224895477,0.0,39.2
3458.259400367737,0.0,39.2
3534.647584438324,0.0,39.2
3613.4852151870728,0.0,39.3
3712.2216832637787,0.0,39.3
3782.068515062332,1.2,39.3
3860.4942061901093,0.0,39.3
3942.2117779254913,0.6,39.3
4066.9528646469116,0.0,39.3
4087.175597190857,0.0,39.3
4140.5942759513855,0.6,39.3
4291.352996826172,0.0,39.3
4346.376782178879,0.0,39.3
4503.022050380707,0.0,39.3
4529.071055650711,0.0,39.3
4554.41245675087,0.0,39.3
4625.480766534805,0.0,39.3
4701.612571716309,0.6,39.3
4716.070792675018,0.0,39.3
4736.42974448204,0.0,39.3
4867.4704349040985,0.0,39.3
4952.598863363266,0.0,39.3
5014.014461278915,0.0,39.3
5043.774716615677,0.0,39.3
5113.435094356537,0.0,39.3
5197.319904565811,0.0,39.3
5332.676287412643,0.0,39.3
5417.483597517014,0.6,39.3
5483.51687169075,0.0,39.3
5583.204829692841,0.0,39.3
5710.4291472435,0.0,35.2
5747.7919001579285,0.0,35.2
5787.655241966248,0.0,35.2
5886.192842960358,0.6,35.2
6021.0628917217255,0.0,35.2
6045.5483248233795,0.0,35.2
6120.678803443909,0.0,35.2
6251.458460330963,0.0,35.2
6422.640861988068,0.0,35.2
6532.683203220367,0.0,35.2
6587.502348184586,0.0,35.2
6685.374638795853,0.0,35.2
6809.6426520347595,0.0,35.2
6857.581383466721,0.0,35.2
6912.1569719314575,0.0,35.2
6977.721971273422,0.0,35.2
7139.705607652664,0.0,35.2
7239.0240087509155,0.0,35.2
7317.24155831337,0.6,35.2
7339.492122173309,0.0,35.2
7407.353311538696,0.0,35.2
7514.79091501236,0.0,35.2
7597.85870218277,0.0,35.2
7735.60414481163,0.0,30.0
7832.958698749542,0.0,30.0
7859.775620937347,0.0,30.0
