timestamp,cpu_percent,memory_percent
80.67737579345703,0.0,14.7
137.06514501571655,0.0,14.7
196.19396543502808,0.6,14.7
222.83829188346863,0.0,14.7
301.10505652427673,0.0,14.7
368.7312376499176,0.0,14.6
417.5451786518097,0.0,14.6
462.6135458946228,0.0,14.6
546.0429208278656,0.0,14.6
612.3926362991333,0.0,14.6
633.4342062473297,0.0,14.6
676.2944986820221,0.0,14.6
699.2106738090515,0.0,14.6
760.8986825942993,0.0,14.6
803.6189770698547,0.0,14.6
823.2382650375366,0.6,14.6
848.6096467971802,0.6,14.6
921.171578168869,0.0,14.6
934.6774978637695,0.0,14.6
958.6227045059204,0.0,14.6
997.2558815479279,0.0,14.6
1045.9347047805786,0.0,14.6
1095.5168726444244,0.0,14.6
1107.272428035736,0.0,14.6
1127.7053880691528,0.0,14.6
1194.339961528778,0.0,14.6
1245.4845044612885,0.0,14.6
1294.1414468288422,0.0,14.6
1351.0709261894226,0.0,14.6
1413.9275531768799,0.0,14.6
1471.6767039299011,0.0,14.6
1542.559586763382,0.0,14.6
1594.871598482132,0.0,14.6
1603.9025173187256,0.0,14.6
1621.1537747383118,0.0,14.6
1629.7659289836884,0.6,14.6
1679.951916217804,0.6,14.6
1704.5731406211853,0.0,14.6
1714.2278003692627,0.0,14.6
1744.4262783527374,0.0,14.6
1773.6773965358734,0.0,14.6
1798.4853909015656,0.6,14.6
1852.4798934459686,0.0,14.6
1916.8604023456573,0.0,14.6
1984.248288154602,0.0,14.6
2039.3532545566559,0.0,14.6
2121.570954322815,0.6,14.6
2152.5689449310303,0.0,14.6
2181.4482820034027,0.0,14.6
2206.3202979564667,0.0,14.6
2262.6349868774414,0.0,14.6
2338.8418865203857,0.0,14.7
2409.504492044449,0.0,14.7
2440.102080821991,0.0,14.7
2497.3313183784485,0.0,14.7
2577.0855062007904,0.0,14.7
2587.6152868270874,0.0,14.7
2626.125308275223,0.0,14.7
2710.3362472057343,0.0,14.7
2737.89093208313,0.0,14.7
2807.791595697403,0.0,14.7
2824.741979598999,0.6,14.7
2846.0077011585236,0.0,14.7
2898.872214078903,0.0,14.7
2924.9963779449463,0.0,14.7
2932.180632352829,0.0,14.7
2942.055329322815,0.0,14.7
3011.293731689453,0.0,14.7
3062.2861342430115,0.0,14.7
3091.5067784786224,0.0,14.7
3111.870240211487,0.0,14.7
3174.80757689476,0.0,14.7
3240.3080978393555,0.0,14.7
3310.2171652317047,0.6,14.7
3366.7429537773132,0.0,14.7
3420.8825211524963,0.0,14.7
3498.27432012558,0.0,14.7
3552.4897587299347,0.0,14.7
3618.0255641937256,0.0,14.7
3642.3346288204193,0.0,14.7
3695.9747273921967,0.0,14.7
3723.431464910507,0.0,14.7
3743.3200907707214,0.6,14.7
3796.529137611389,0.0,14.7
3868.9607729911804,0.0,14.7
3896.8391151428223,0.0,14.7
3948.6537940502167,0.0,14.7
4023.404853582382,0.0,14.7
4086.7965879440308,0.0,14.7
4144.579549312592,0.0,14.7
4188.363591909409,0.0,14.7
4208.869482040405,0.0,14.7
4277.720153093338,0.6,14.7
4307.001302719116,0.0,14.7
4328.985052108765,0.0,14.7
4379.484862089157,0.0,14.7
4460.174420595169,0.0,14.7
4530.500882863998,0.0,14.7
4581.260672330856,0.0,14.7
4595.928359270096,0.0,14.7
